Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5
SNX19	6156.34375320526	4704.75495667826	9069.56741985066	5941.93468524345	8306.6040896474	5465.4088240532	2775.06086144734	5035.61027146618	5001.28924804471	6646.72561786515
LOC400027	577.562404570281	773.44291295074	711.207474663806	649.955463324554	583.035381739256	299.705104954242	605.836113746633	560.363499019927	454.726949447504	482.18433611745
LOC400043	669.500909787591	796.233127696986	623.1425992744	483.318713016039	680.941323201131	570.225443133914	476.934812949477	306.448788526523	639.305073562276	566.566594938003
C12orf76	185.055709219457	329.033725398933	195.080420166404	308.7468793595	277.216823015646	292.970158775495	613.201902363613	253.914710493405	479.478805171707	249.437666183834
C13orf36	30.64616840577	37.0340989626505	15.6064336133124	10.8205682018516	126.507677169839	2.24498205958234	20.2559186966959	0	0	0.927277569456634
C13orf35	1.17869878483731	0	0	0	0	0	0	2.18891991804659	0	0.927277569456634
UPF0639	2.35739756967462	21.3658263246061	0	6.49234092111097	3.30020027399579	14.5923833872852	2.76217073136763	6.56675975413977	21.9230722128657	81.6004261121838
FLJ45244	33.0035659754446	91.1608589849859	150.490609842655	77.1867198398749	83.6050736078933	40.4096770724821	70.8957154384357	42.6839384019085	194.478866404453	60.2730420146812
C14orf180	2027.36190992017	558.360261283039	5516.87428230592	9.37782577493807	3421.20761737563	15.7148744170764	10.127959348348	0	0.707195877834376	3.70911027782653
C15orf53	0	1.4243884216404	4.45898103237496	0	0	0	0	0	0.707195877834376	1.85455513891327
C15orf54	0	4.27316526492121	0	0.721371213456775	0	0	56.1641382044751	6.56675975413977	2.12158763350313	2.7818327083699
ST20	42.4331562541431	111.102296887952	50.1635366142183	98.8278562435781	80.3048733338975	118.984049157864	909.674894197072	531.907540085322	272.270412966235	88.0913690983802
FAM174B	997.179171972363	2867.29389276213	604.191929886807	4835.35124380076	776.647131147009	3860.24665145183	2127.79218673019	1070.38183992478	4578.38611309975	6421.39716848719
BCAR4	0	0	0	0	0	24.6948026554057	0.920723577122542	2.18891991804659	0	1.85455513891327
C16orf88	493.874790846832	705.072268712	413.570490752777	1180.16330521528	481.829240003385	1801.59810281483	2127.79218673019	1294.74613152456	1307.60517811576	3051.67048108178
NCRNA00169	5.89349392418654	5.69755368656162	6.68847154856244	6.49234092111097	7.70046730599017	4.48996411916467	22.097365850941	4.37783983609318	12.0223299231844	6.49094298619644
C17orf97	100.189396711171	273.482576954958	92.5238564217804	569.161887417395	119.907276621847	306.440051132989	325.015422724257	292.22080905922	483.014784560879	153.928076529801
MED11	530.414453176789	471.472567562974	558.487374304963	627.592955707394	587.43564877125	218.885750809278	297.393715410581	515.490640699972	585.558186846863	428.402237088965
GRAPL	9.42959027869847	31.3365452760889	16.7211788714061	3.60685606728387	5.50033378999298	1.12249102979117	1.84144715424508	7.66121971316307	2.8287835113375	11.1273308334796
C17orf102	0	1.4243884216404	3.34423577428122	0	0	0	0	0	0.707195877834376	2.7818327083699
TEX19	1.17869878483731	0	0	0	2.20013351599719	57.2470425193496	1.84144715424508	14.2279794673028	1.41439175566875	23.1819392364158
LOC400657	449.084237023015	504.233501260703	703.40425785715	465.28443267962	524.73184356533	436.649010588765	609.519008055123	130.240735123772	562.927918756163	283.74693625373
PRSSL1	0	1.4243884216404	0	0	2.20013351599719	2.24498205958234	0	0	2.8287835113375	0.927277569456634
VMAC	175.626118940759	229.326535884105	245.243956780623	272.678318686661	209.012684019733	167.251163438884	212.687146315307	147.752094468145	330.967670826488	306.928875490146
LOC400696	1.17869878483731	51.2779831790546	2.22949051618748	0	0	13.469892357494	15.6523008110832	0	9.19354641184689	5.5636654167398
FLJ26850	1.17869878483731	12.8194957947636	2.22949051618748	7.21371213456775	4.40026703199438	8.97992823832935	3.68289430849017	2.18891991804659	17.6798969458594	5.5636654167398
ZNF880	312.355177981887	239.297254835588	860.583339248367	238.773871654192	225.513685389712	660.024725517207	319.491081261522	668.715034963234	142.853567322544	164.128129793824
ZNF772	376.004912363101	578.301699186004	355.603737331903	557.619948002087	570.934647401271	398.484315575865	137.187812991259	454.200882994668	431.389485478969	402.438465144179
SH2D5	2.35739756967462	2.84877684328081	0	2.8854848538271	2.20013351599719	3.36747308937351	17.4937479653283	13.1335195082795	0	16.6909962502194
C1orf130	134.371661471453	461.501848611491	6.68847154856244	1379.98313134281	128.707810685836	39.2871860426909	87.4687398266415	638.070156110581	209.329979838975	3.70911027782653
LOC400759	38.8970598996312	115.375462152873	115.933506841749	24.5266212575303	59.4036049319242	40.4096770724821	64.4506503985779	10.944599590233	47.3821238149032	22.2546616669592
C1orf226	715.470162396246	1307.58857106589	701.174767340962	3764.83636303091	790.947999000991	1130.34846699971	1120.52059335813	1106.49901857255	3241.07870811495	475.693393131253
LOC400794	0	0	0	0	0	0	7.36578861698034	0	0	1.85455513891327
C1orf220	4.71479513934923	27.0633800111677	17.8359241294998	7.21371213456775	36.3022030139537	40.4096770724821	77.3407804782935	8.75567967218637	22.6302680907	12.0546084029362
LOC400804	11.7869878483731	7.12194210820202	4.45898103237496	0.721371213456775	17.6010681279775	5.61245514895584	48.7983495874947	1.0944599590233	0.707195877834376	0.927277569456634
FAM177B	12.9656866332104	1.4243884216404	2.22949051618748	24.5266212575303	6.60040054799158	2.24498205958234	2.76217073136763	0	1.41439175566875	31.5274373615255
DEFB132	562.239320367396	1334.65195107706	5049.79601916464	17.3129091229626	2568.65587992672	65.1044797278878	0.920723577122542	0	0.707195877834376	0
C20orf202	29.4674696209327	24.2146031678869	23.4096504199685	6.49234092111097	44.0026703199438	19.0823475064499	12.8901300797156	27.3614989755824	3.53597938917188	24.1092168058725
LOC400891	0	0	0	0	1.1000667579986	2.24498205958234	0	0	7.07195877834376	0.927277569456634
CHCHD10	1111.51295410158	1524.09561115523	3877.08400765003	713.43613010875	2224.33498467316	409.709225873777	1810.14255262292	1400.90874754982	584.850990969029	1303.75226265603
IL17REL	2.35739756967462	4.27316526492121	0	2.16411364037032	1.1000667579986	5.61245514895584	0.920723577122542	9.85013963120966	9.19354641184689	23.1819392364158
LOC400940	0	0	0	6.49234092111097	0	1.12249102979117	26.7009837365537	18.605819303396	1.41439175566875	1.85455513891327
EML6	40.0757586844685	88.3120821417051	54.6225176465932	54.8242122227149	45.1027370779424	37.0422039831086	203.479910544082	15.3224394263261	19.8014845793625	24.1092168058725
PAIP2B	616.459464469912	548.389542331556	1832.64120430611	745.897834714305	1225.47436841044	419.811645141897	868.242333226557	786.91671053775	774.379486228642	253.146776461661
RGPD1	766.154210144251	541.267600223354	1090.22086241568	642.741751189986	833.850602562936	600.532700938275	875.608121843538	495.790361437553	376.935402885722	455.293286603207
LOC401010	58.9349392418654	44.1560410708525	33.4423577428122	85.8431744013562	63.8038719639186	126.841486366402	70.8957154384357	202.47509241931	66.4764125164313	58.4184868757679
C2orf66	0	5.69755368656162	5.5737262904687	0.721371213456775	2.20013351599719	26.939784714988	11.969406502593	10.944599590233	2.8287835113375	0
C3orf72	7.07219270902385	4.27316526492121	0	5.7709697076542	1.1000667579986	0	3.68289430849017	3.28337987706989	2.8287835113375	2.7818327083699
LOC401093	819.19565546193	648.096731846384	1213.95758606408	256.808151990612	954.857945942781	74.0844079662171	197.034845504224	111.634915820376	510.595423796419	110.346030765339
C4orf48	22.3952769119089	29.9121568544485	14.4916883552186	54.8242122227149	60.5036716899228	5.61245514895584	98.517422752112	227.647671476846	7.77915465617814	127.964304585015
DTHD1	7.07219270902385	9.97071895148283	2.22949051618748	0.721371213456775	2.20013351599719	8.97992823832935	2.76217073136763	0	11.31513404535	0
LOC401127	12.9656866332104	11.3951073731232	24.5243956780623	15.1487954825923	5.50033378999298	30.3072578043616	5.52434146273525	5.47229979511648	12.0223299231844	12.0546084029362
SYT14L	0	0	0	0	0	0	2.76217073136763	0	0	0.927277569456634
C4orf40	0	0	0	0	0	0	2.76217073136763	157.602234099355	2.12158763350313	0
AMTN	0	0	0	12.9846818422219	0	2.24498205958234	0	17.5113593443727	0	0
FAM190A	206.272287346529	210.80948640278	129.310449938874	316.681962707524	105.606408767865	308.685033192571	75.4993333240485	209.041852173449	96.1786393854751	53.7820990284848
C4orf3	11989.7240393651	11329.5855057278	13754.8417396186	8028.8616057739	12491.2580370741	6676.57664519787	3801.66764993898	12044.5318490514	7453.13735649649	10367.8905040946
FLJ33360	3.53609635451193	11.3951073731232	18.9506693875936	4.32822728074065	3.30020027399579	8.97992823832935	0	3.28337987706989	0.707195877834376	7.41822055565307
RGS7BP	104.90419185052	48.4292063357737	530.61874285262	20.1983939767897	80.3048733338975	4.48996411916467	31.3046016221664	0	4.95037114484063	7.41822055565307
FLJ44606	73.0793246599131	56.9755368656162	118.162997357936	111.8125380858	96.8058747038765	13.469892357494	87.4687398266415	78.8011170496773	124.46647449885	106.636920487513
DKFZP686I15217	89.5811076476355	158.107114802085	181.70347706928	103.156083524319	127.607743927837	55.0020604597673	298.314438987704	148.846554427168	128.709649765856	135.382525140669
FLJ22536	44.7905538238177	39.8828758059313	26.7538861942497	112.533909299257	33.0020027399579	38.1646950128997	372.89304873463	188.247112952007	65.769216638597	53.7820990284848
MCCD1	9.42959027869847	34.1853221193697	0	14.4274242691355	2.20013351599719	90.9217734130847	0	1.0944599590233	2.8287835113375	0.927277569456634
C6orf26	56.5775416721908	58.3999252872566	28.9833767104372	27.4121061113574	26.4016021919663	28.0622757447792	132.584195105646	24.0781190985125	33.2382062582157	43.5820457644618
C6orf227	0	1.4243884216404	0	8.6564545614813	0	0	2.76217073136763	2.18891991804659	4.24317526700626	0.927277569456634
CRIP3	2.35739756967462	7.12194210820202	4.45898103237496	1.44274242691355	4.40026703199438	0	115.090447140318	14.2279794673028	2.12158763350313	0.927277569456634
KLHL31	2146.41048718874	655.218673954586	4849.14187270777	2043.64464772304	2593.95741536069	38.1646950128997	462.203235715516	53.6285379921415	19.8014845793625	36.1638252088087
C6orf122	15.323084202885	44.1560410708525	44.5898103237496	31.7403333920981	56.1034046579284	25.8172936851969	44.194731701882	9.85013963120966	34.6525980138844	38.018380347722
C7orf65	0	0	0	0.721371213456775	0	0	0	5.47229979511648	0.707195877834376	6.49094298619644
LOC401387	2.35739756967462	2.84877684328081	3.34423577428122	1.44274242691355	1.1000667579986	14.5923833872852	24.8595365823086	2.18891991804659	0	0.927277569456634
LOC401397	1344.89531349937	1301.89101737933	1978.67283311639	1266.7278508301	1742.50574466978	2778.16529873314	5807.00360091187	2376.07257103957	1790.61996267664	944.89584327631
PRRT4	365.396623299566	223.628982197543	2011.00044560111	10.8205682018516	1691.90267380184	35.9197129533174	29.4631544679213	10.944599590233	7.77915465617814	19.4728289585893
RAB19	5.89349392418654	22.7902147462465	0	54.1028410092581	4.40026703199438	94.2892465024582	6.44506503985779	8.75567967218637	65.769216638597	20.4001065280459
OR2A7	149.694745674338	606.789467618812	177.244496036905	694.680478558874	397.124099637493	527.570784001849	326.856869878502	367.738546231827	533.22569188712	567.49387250746
LOC401431	175.626118940759	128.194957947636	498.291130367901	46.1677576612336	422.425635071461	206.538349481575	92.0723577122542	73.3288172545608	130.83123739936	122.400639168276
LOC401463	8.25089149386116	12.8194957947636	15.6064336133124	5.04959849419742	19.8012016439747	6.73494617874701	4.60361788561271	2.18891991804659	18.3870928236938	6.49094298619644
C8orf59	1304.8195548149	1403.0225953158	1183.85946409555	1133.99554755405	1446.58778676815	1156.1657606849	8712.80721031062	3821.85417690935	2177.45610785204	1966.75572481752
SAMD12	352.430936666355	786.262408745503	201.768891714967	1637.51265454688	339.920628221566	1744.35106029548	769.724910474445	1716.11321574853	1304.77639460442	1567.09909238171
FLJ35024	236.918455752299	182.321717969972	43.4750650656558	23.0838788306168	125.40761041184	5.61245514895584	1689.52776401986	19.7002792624193	113.858536331335	110.346030765339
PTPLAD2	661.25001829373	455.804294924929	655.470211759119	388.819084053202	867.952672060892	884.522931475441	1025.68606491451	586.630538036487	775.79387798431	2648.30473836815
TMEM215	1.17869878483731	0	1.11474525809374	0	0	378.279477039624	42.3532845476369	1.0944599590233	21.9230722128657	140.946190557408
TOMM5	1943.67429619672	1971.35357555032	2099.06532099051	1629.57757119885	2091.22690695533	1490.66808756267	9619.71993377632	3326.0638154718	2476.59996417598	1978.81033322046
C9orf170	2.35739756967462	8.54633052984243	10.0327073228437	7.93508334802452	5.50033378999298	4.48996411916467	68.1335447070681	26.2670390165591	0	1.85455513891327
CENPP	159.124335953037	197.989990608016	93.6386016798741	157.258924533577	101.206141735871	215.518277719904	255.961154440067	203.569552378333	2536.71161379191	162.273574654911
C9orf152	226.310166688763	1608.13452803202	10.0327073228437	2765.01586117982	218.913284841721	477.058687661247	12.8901300797156	6.56675975413977	3303.31194536437	1579.15370078465
SNX30	1605.38774494841	1700.71977543864	2362.14520190063	2138.86564789934	1642.3996696919	1419.95115268583	958.473243784566	1615.42289951838	2529.63965501356	1657.97229418846
WDR38	0	1.4243884216404	0	0.721371213456775	2.20013351599719	1.12249102979117	0.920723577122542	4.37783983609318	185.992515870441	0
LCNL1	1.17869878483731	1.4243884216404	2.22949051618748	0.721371213456775	4.40026703199438	0	0	1.0944599590233	0	0
C9orf139	12.9656866332104	8.54633052984243	4.45898103237496	4.32822728074065	6.60040054799158	8.97992823832935	0.920723577122542	3.28337987706989	4.24317526700626	2.7818327083699
FAM166A	1.17869878483731	2.84877684328081	5.5737262904687	0	2.20013351599719	0	0	0	1.41439175566875	0
LOC401588	141.443854180477	206.536321137859	154.94959087503	164.472636668145	77.0046730599017	108.881629889743	464.965406446884	205.75847229638	173.262990069422	79.7458709732705
MCART6	15.323084202885	37.0340989626505	16.7211788714061	14.4274242691355	16.5010013699789	40.4096770724821	192.431227618611	51.4396180740949	23.3374639685344	20.4001065280459
GOLGA7B	110.797685774707	99.7071895148283	65.7699702275306	153.652068466293	155.109412877802	417.566663082315	127.980577220033	651.203675618861	186.699711748275	212.346563405569
MGC57346	292.317298639653	457.22868334657	526.159761820245	528.043728250359	508.230842195351	695.944438470525	589.263089358427	404.950184838619	434.218268990307	183.600958752413
ZNF833	114.333782129219	141.0144537424	237.440739973966	64.202037997653	172.71048100578	71.8394259066348	71.8164390155583	54.7229979511648	50.2109073262407	59.3457644452246
LDLRAD2	1410.90244545026	494.26278230922	714.551710438087	324.617046055549	1293.67850740635	145.923833872852	23.9388130051861	1035.35912123604	228.424268540503	441.384123061358
OR14I1	0	0	0	0	0	1.12249102979117	0	1.0944599590233	0	0
SRRD	608.208572976051	626.730905521778	690.027314760025	664.382887593689	579.73518146526	693.699456410942	1926.15372334036	781.444410742633	590.508557991704	796.531432163248
OR5K2	3.53609635451193	2.84877684328081	2.22949051618748	0	4.40026703199438	0	0	0	1.41439175566875	0
RPL21P44	7.07219270902385	12.8194957947636	13.3769430971249	8.6564545614813	7.70046730599017	1.12249102979117	0.920723577122542	0	11.31513404535	1.85455513891327
SOHLH1	0	1.4243884216404	4.45898103237496	0	1.1000667579986	0	0.920723577122542	0	0	4.63638784728317
XKRX	5.89349392418654	7.12194210820202	5.5737262904687	15.1487954825923	7.70046730599017	39.2871860426909	62.6092032443329	20.7947392214426	72.8411754169407	76.9640382649006
FLJ45340	1854.09318854909	2589.53815054226	3610.65989096562	1599.27998023367	1734.80527736379	2083.34335129241	2309.17473142334	1997.38942521751	1422.17091032493	937.477622720657
KPNA7	1.17869878483731	1.4243884216404	0	11.5419394153084	0	0	8.28651219410288	22.9836591394892	3.53597938917188	11.1273308334796
C7orf61	10.6082890635358	2.84877684328081	7.80321680665618	25.2479924709871	8.80053406398877	4.48996411916467	75.4993333240485	62.3842176643279	4.24317526700626	4.63638784728317
IGLON5	30.64616840577	12.8194957947636	31.2128672266247	5.04959849419742	12.1007343379846	19.0823475064499	13.8108536568381	10.944599590233	8.48635053401251	25.0364943753291
UFSP1	48.3266501783297	47.0048179141333	21.180159903781	58.4310682899987	31.9019359819593	35.9197129533174	46.0361788561271	38.3060985658154	78.4987424396157	80.6731485427271
OR4A47	0	0	0	0	0	0	0	0	0	1.85455513891327
PPAPDC2	689.538789129826	873.150102465568	701.174767340962	1659.87516216404	746.945328681047	415.321681022732	1514.59028436658	485.940221806343	1591.19072512735	984.768778762945
APOBEC4	3.53609635451193	0	0	0	0	0	1.84144715424508	0	47.3821238149032	0.927277569456634
ZBTB34	1065.54370149293	1048.34987832734	1391.20208210099	688.188137637763	1397.08478265822	567.980461074331	846.144967375616	688.415314225653	580.607815702023	561.93020709072
HAPLN4	15.323084202885	12.8194957947636	7.80321680665618	85.8431744013562	7.70046730599017	17.9598564766587	111.407552831828	14.2279794673028	38.1885774030563	15.7637186807628
CUEDC1	1044.32712336586	857.481829827523	459.275046334621	915.420069876647	844.851270142922	1523.22032742662	318.5703576844	604.141897380859	1801.93509672199	392.238411880156
C4orf12	169.732625016572	88.3120821417051	254.161918845373	88.7286592551833	232.114085937704	60.6145156087231	8.28651219410288	14.2279794673028	43.8461444257313	69.5458177092475
SPINK6	0	0	1.11474525809374	1.44274242691355	1.1000667579986	0	1.84144715424508	0	0	0
CTXN1	132.014263901779	230.750924305746	8.91796206474991	478.269114521842	47.3028705939396	479.303669720829	2144.3652111184	1409.664427222	1216.37690987513	291.165156809383
C6orf201	11.7869878483731	12.8194957947636	88.0648753894054	48.3318713016039	35.2021362559551	12.3474013277029	15.6523008110832	3.28337987706989	7.77915465617814	22.2546616669592
YY2	37.7183611147939	34.1853221193697	55.737262904687	66.3661516380233	39.6024032879495	150.413797992017	17.4937479653283	54.7229979511648	51.6252990819094	75.1094831259873
C16orf74	174.447420155922	197.989990608016	72.4584417760931	230.838788306168	123.207476895843	63.9819886980966	39.5911138162693	144.468714591075	207.915588083307	142.800745696322
SCGB1D4	0	0	0	7.21371213456775	0	0	0	0	0	0
FAM45A	1482.80307132533	1286.22274474129	2037.75433179536	1053.20197164689	1803.0094163597	1930.68457124081	1008.19231694918	1493.9378440668	957.543218587745	1684.8633437027
GTF2H5	2180.59275194902	1673.65639542748	1959.72216372879	1825.7905412591	2234.23558549515	1468.21826696685	6905.42682841907	942.330024719058	1374.78878651003	2938.54261760807
AAA1	1.17869878483731	0	2.22949051618748	0	0	0	0	0	0	0
DUOXA2	4.71479513934923	2.84877684328081	5.5737262904687	14.4274242691355	4.40026703199438	0	1.84144715424508	1.0944599590233	6.36476290050938	2.7818327083699
ERVFRDE1	55.3988428873535	19.9414379029657	61.3109891951557	7.21371213456775	59.4036049319242	3.36747308937351	5.52434146273525	0	4.95037114484063	1.85455513891327
FAM19A1	4.71479513934923	5.69755368656162	17.8359241294998	1.44274242691355	17.6010681279775	3.36747308937351	0.920723577122542	0	0.707195877834376	0.927277569456634
LOC407835	103.725493065683	69.7950326603798	79.1469133246555	119.747621433825	100.106074977872	103.269174740788	63.5299268214554	177.302513361774	128.002453888022	81.6004261121838
MIR17HG	17.6804817725596	108.253520044671	117.048252099843	24.5266212575303	41.8025368039467	22.4498205958234	615.964073094981	58.0063778282347	28.9950309912094	8.3454981251097
NOMO3	3305.07139268381	2753.3428190309	1683.26533972155	2971.32802822845	2823.8713677824	4122.90955242296	4845.76818639594	5765.61506413472	4356.32660745976	7506.31192475145
C5orf40	0	2.84877684328081	3.34423577428122	0.721371213456775	2.20013351599719	0	2.76217073136763	0	2.8287835113375	0
TBC1D3B	140.26515539564	306.243510652687	141.572647777905	132.732303276047	149.609079087809	186.333510945334	280.820691022375	391.81666533034	185.992515870441	257.783164308944
TBC1D3C	3.53609635451193	135.316900055838	56.8520081627807	20.9197651902465	27.5016689499649	0	127.059853642911	230.931051353915	0	29.6728822226123
CCL3L3	8.25089149386116	22.7902147462465	11.1474525809374	2.8854848538271	4.40026703199438	19.0823475064499	11.969406502593	10.944599590233	12.0223299231844	0
ACBD7	47.1479513934923	92.5852474066263	22.2949051618748	82.2363183340723	27.5016689499649	88.6767913535023	845.224243798494	171.830213566657	81.3275259509532	72.3276504176174
C10orf105	56.5775416721908	45.5804294924929	72.4584417760931	28.854848538271	69.3042057539115	42.6546591320644	7.36578861698034	5.47229979511648	14.1439175566875	9.27277569456634
C10orf62	0	0	2.22949051618748	0	1.1000667579986	0	0	0	0	0
AGAP6	123.763372407917	326.184948555653	346.685775267153	179.621432150737	257.415621371671	180.721055796378	374.734495888875	364.455166354757	160.533464268403	147.437133543605
C10orf55	31.8248671906073	29.9121568544485	15.6064336133124	54.8242122227149	29.7018024659621	16.8373654468675	5.52434146273525	37.2116386067921	36.7741856473875	36.1638252088087
FAM35B	770.8690052836	740.68197925301	756.912030245649	606.673190517148	785.447665210998	840.745781313585	351.716406460811	526.435240290205	461.798908225848	655.58524160584
DDI1	2.35739756967462	0	1.11474525809374	0	1.1000667579986	0	0	0	0	0.927277569456634
DEFB103B	1.17869878483731	5.69755368656162	0	0	0	0	0.920723577122542	0	0	0
C9orf103	420.795466186919	450.106741238368	294.292748136747	339.044470324684	500.530374889361	208.783331541157	109.566105677583	72.2343572955375	308.337402735788	102.00053264023
LCN10	93.1172040021474	229.326535884105	39.0160840332809	45.4463864477768	292.617757627627	8.97992823832935	68.1335447070681	1.0944599590233	14.1439175566875	1.85455513891327
HCG18	1049.0419185052	1200.75943944286	1616.38062423592	1446.34928298083	933.956677540808	710.53682185781	2380.99117043889	1104.31009865451	821.05441416571	1101.60575251448
FAM116B	252.241539955184	471.472567562974	193.965674908311	438.593697781719	234.314219453701	584.817826521199	503.635796686031	373.210846026944	586.265382724698	534.111880007021
MGC70857	603.493777836702	507.082278103984	830.485217279836	940.668062347634	617.137451237212	1201.06540187655	351.716406460811	1036.45358119506	932.791362863542	797.458709732705
C15orf50	1.17869878483731	1.4243884216404	0	0.721371213456775	0	4.48996411916467	0	0	0	0.927277569456634
LOC415056	4.71479513934923	1.4243884216404	81.376403840843	0.721371213456775	39.6024032879495	0	0	0	0	0
PIM3	4576.88738152327	4454.06259446954	5375.30163452801	2766.45860360673	1930.61716028754	2238.24711340359	3336.70224349209	6748.44010733764	4751.64910316917	3742.49227032697
STX19	16.5017829877223	54.1267600223354	2.22949051618748	254.644038350241	16.5010013699789	5.61245514895584	211.766422738185	32.8337987706989	144.267959078213	10.200053264023
VCX3B	0	0	0	0	0	5.61245514895584	0	0	0	1.85455513891327
ASTL	2.35739756967462	0	1.11474525809374	11.5419394153084	0	17.9598564766587	0.920723577122542	2.18891991804659	0	0
LHX8	1.17869878483731	1.4243884216404	8.91796206474991	0.721371213456775	3.30020027399579	0	0	31.7393388116756	0	0
MXRA7	13357.0146297764	11969.1359070443	13810.5790025233	3508.74958225375	14746.3948909712	6991.99662456919	2959.20557687185	5682.43610724895	4962.39347476382	5182.55433569313
FLJ39582	70.7219270902385	138.165676899119	259.735645135841	189.720629139132	210.112750777732	120.106540187655	175.858203230406	24.0781190985125	171.848598313753	212.346563405569
FAM35B2	218.059275194902	180.897329548331	250.817683071091	165.194007881601	228.813885663708	231.233152136981	114.169723563195	109.44599590233	124.46647449885	280.037825975903
IFIT1B	1.17869878483731	1.4243884216404	0	0.721371213456775	1.1000667579986	1.12249102979117	0.920723577122542	0	0	0
TMEM41B	1004.25136468139	1689.32466806552	1316.51414980871	2112.17491300144	1003.26088329472	2562.64702101324	1231.92814618996	1270.66801242605	1706.46365321435	1563.38998210388
SLC22A20	2.35739756967462	5.69755368656162	2.22949051618748	5.7709697076542	1.1000667579986	14.5923833872852	1.84144715424508	16.4168993853494	9.90074228968126	4.63638784728317
NCRNA00167	3.53609635451193	2.84877684328081	7.80321680665618	8.6564545614813	0	0	11.0486829254705	0	11.31513404535	3.70911027782653
IQSEC3	285.245105930629	252.116750630352	468.193008399371	64.9234092111097	492.829907583371	49.3896053108114	92.9930812893768	26.2670390165591	38.1885774030563	33.3819925004388
ZNF705A	1.17869878483731	0	0	0	0	2.24498205958234	1.84144715424508	0	0.707195877834376	0
FAM66C	81.3302161537743	85.4633052984243	44.5898103237496	57.709697076542	56.1034046579284	87.5543003237112	298.314438987704	26.2670390165591	38.8957732808907	140.946190557408
DDX12	74.2580234447504	48.4292063357737	123.736723648405	75.7439774129613	72.6044060279073	111.126611949326	1055.14921938243	291.126349100197	168.312618924581	80.6731485427271
C12orf69	18.8591805573969	18.5170494813253	31.2128672266247	13.7060530556787	12.1007343379846	10.1024192681205	6.44506503985779	29.550418893629	53.0396908375782	7.41822055565307
H3F3C	746.116330802016	716.467376085123	673.306135888619	761.046630196897	499.430308131363	985.547124156646	230.180894280636	1547.56638205894	717.803816001892	813.222428413468
DBX2	68.3645295205639	34.1853221193697	61.3109891951557	7.21371213456775	63.8038719639186	16.8373654468675	0.920723577122542	1.0944599590233	87.6922888514626	0
FLJ12825	15.323084202885	22.7902147462465	7.80321680665618	65.6447804245665	37.4022697719523	253.682972732804	9.20723577122542	29.550418893629	16.972701068025	16.6909962502194
PLEKHG7	1.17869878483731	42.7316526492121	0	43.2822728074065	0	3.36747308937351	6.44506503985779	0	11.31513404535	4.63638784728317
ALG11	37.7183611147939	15.6682726380444	35.6718482589997	27.4121061113574	36.3022030139537	103.269174740788	42.3532845476369	65.6675975413977	19.0942887015281	135.382525140669
C13orf37	625.889054748611	665.189392906069	772.518463858961	688.90950885122	790.947999000991	1012.48690887163	3207.80094269494	971.880443612687	565.756702267501	1641.28129793824
RNASE13	4.71479513934923	1.4243884216404	4.45898103237496	1.44274242691355	1.1000667579986	0	0	2.18891991804659	0.707195877834376	0
LOC440173	8.25089149386116	1.4243884216404	17.8359241294998	8.6564545614813	13.2008010959832	3.36747308937351	37.7496666620242	1.0944599590233	5.65756702267501	38.018380347722
C14orf53	0	0	0	1.44274242691355	1.1000667579986	31.4297488341527	0	0	0	0
CCDC88C	1618.35343158162	2212.07521880755	888.45197070071	4451.58175824176	997.760549504727	3715.44530860877	3669.08345483333	1612.13951964131	1642.81602420926	1455.82578404691
CXADRP3	4.71479513934923	35.6097105410101	0	14.4274242691355	0	0	0.920723577122542	2.18891991804659	19.8014845793625	63.0548747230511
WHAMML2	223.952769119089	202.263155872937	550.684157498307	47.6105000881471	256.315554613673	47.1446232512291	17.4937479653283	43.7783983609318	20.5086804571969	58.4184868757679
GOLGA8B	517.448766543578	1403.0225953158	1119.20423912611	1022.18300946825	596.236182835239	501.753490316652	408.801268242409	721.249112996352	213.573155105982	591.603089313332
EIF2AK4	5267.60486943793	3220.54222132895	5486.77616033738	4596.57737214657	4687.38445583202	3808.61206408144	3531.89564184207	3753.9976594499	4282.07104028715	4211.69472047203
CATSPER2P1	81.3302161537743	71.2194210820202	113.704016325561	89.4500304686401	112.206809315857	90.9217734130847	43.2740081247595	51.4396180740949	70.7195877834376	86.2368139594669
UNC13C	10.6082890635358	11.3951073731232	7.80321680665618	3.60685606728387	2.20013351599719	4.48996411916467	0	0	2.12158763350313	3.70911027782653
GOLGA6L9	188.591805573969	336.155667507135	273.112588232966	187.556515498761	160.609746667795	185.211019915543	1172.081113677	275.803909673871	161.947856024072	161.346297085454
TTLL13	9.42959027869847	12.8194957947636	16.7211788714061	5.04959849419742	12.1007343379846	11.2249102979117	14.7315772339607	3.28337987706989	15.5583093123563	5.5636654167398
RUNDC2C	80.151517368937	48.4292063357737	149.375864584561	58.4310682899987	53.9032711419312	58.3695335491408	116.01117071744	26.2670390165591	36.0669897695532	52.8548214590281
LOC440356	0	28.4877684328081	0	2.16411364037032	2.20013351599719	66.226970757679	1.84144715424508	5.47229979511648	26.1662474798719	3.70911027782653
CSDAP1	202.736190992017	108.253520044671	178.359241294998	98.1064850301214	143.008678539817	32.5522398639439	206.242081275449	192.6249527881	101.83620640815	82.5277036816404
RNASEK	4217.38425214789	5009.5740789093	5701.92199514948	3847.07268136498	4728.08692587797	2929.70158775495	4466.43007262145	3451.92671075947	4871.87240240102	3462.45444435107
